aggregator_energy,api-gateway_energy,authority_energy,clientone_energy,clientthree_energy,clienttwo_energy,orchestrator_energy,policy_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,system_processes_energy,kernel_processes_energy
5322.654945054945,1980.2369357512819,5309.352747252747,5321.365274725274,4700.525054945055,4503.244395604394,1706.4107692307691,3852.606964533556,1892.4421978021976,10608.062197802197,4998.359780219779,47831.90021754401,452141.67098901095,185662.67736263733
5309.00879120879,2003.8979292593406,5295.5881318681295,5308.078461538462,4694.412967032967,4499.24923076923,1698.833846153846,3850.835039318172,1887.2861538461536,10600.876483516486,4987.453626373625,48106.76284349581,452102.29472527467,185501.09362637362
5305.799560439559,2032.8757128791208,5289.24769230769,5302.419560439562,4686.868351648352,4486.143956043955,1698.9428571428573,3850.060366851749,1888.3870329670328,10592.522197802198,4979.671868131868,48393.18033898321,452101.3041758241,185442.95604395604
5295.984395604396,2056.011681361172,5277.323516483515,5291.844175824176,4679.552527472527,4480.397142857142,1692.5404395604394,3851.3161481923066,1886.2026373626375,10587.404615384614,4970.612747252747,48672.366628047064,452464.09648351645,185300.34373626372
5294.695824175824,2085.3048404631863,5274.043076923076,5287.940219780219,4672.215824175824,4465.667252747252,1692.4885714285715,3848.7158240164836,1886.523956043956,10592.32835164835,4961.7147252747245,48964.0692303183,452673.4661538461,185235.4742857143
5280.0413186813175,2107.8662062007324,5258.4742857142855,5275.800879120879,4662.907912087912,4461.607912087912,1684.8973626373627,3849.5782386565384,1882.5923076923077,10582.20703296703,4950.151428571428,49227.642284832524,452666.5331868132,185050.62241758243
5278.7520879120875,2135.8002902448716,5253.430329670329,5272.131208791208,4658.401538461539,4448.60923076923,1685.3021978021982,3841.319403330989,1882.6665934065934,10572.900219780218,4944.677142857143,49524.753422049995,452831.09582417586,184982.55428571426
5267.2547252747245,2159.7077972794864,5239.494945054945,5262.865714285713,4647.735384615384,4446.389010989011,1678.9762637362637,3849.5925137821164,1880.1826373626375,10571.346153846152,4936.033626373625,49807.857185552835,452966.0767032967,184831.50725274722
5264.5999999999985,2188.7128394203296,5235.4887259011575,5257.477142857142,4642.793846153845,4436.507912087912,1679.785714285714,3848.445648054094,1880.5756043956046,10575.471208791207,4929.492967032967,50107.93045121565,453190.430232624,184773.31384615385
5251.096263736264,2210.882594976191,5223.4944401868715,5242.78967032967,4628.940439560439,4434.724395604395,1672.912747252747,3848.0411553105646,1876.6015384615384,10564.614945054944,4919.93032967033,50378.22851146626,453093.1737491075,184594.55824175823
5248.2349450549455,2238.6341160228935,5218.845714285714,5236.367252747252,4624.867692307692,4425.931648351648,1674.4654945054942,3847.674159431443,1876.9551648351646,10547.95824175824,4912.265934065935,50673.47911409194,453207.27252747247,184527.90197802195
5238.72989010989,2260.8849830946883,5207.044175824175,5222.713406593406,4610.8870329670335,4426.106593406593,1667.7309890109887,3846.831471862143,1874.3551648351643,10542.511428571426,4905.276923076922,50958.00036970411,453488.96989010985,184376.59868131863
5236.715604395605,2290.615734928754,5203.582197802197,5213.727252747252,4608.326373626374,4420.196483516484,1669.650989010989,3845.4648788301747,1875.3145054945048,10546.107472527472,4896.0999999999985,51257.71228876706,453609.65362637356,184313.44967032966
5223.804615384614,2312.617321936813,5189.203076923077,5195.497362637363,4594.951648351648,4418.465274725275,1662.2837362637365,3844.339694356455,1872.3826373626366,10541.42967032967,4886.595384615384,51524.2627234283,453568.31296703295,184131.99956043955
5222.560879120878,2341.8789602093407,5184.68043956044,5185.2764835164835,4589.018021978021,4412.253626373626,1663.799120879121,3844.0240851531585,1873.1509890109885,10528.189230769232,4878.41032967033,51822.91137944275,453551.2973626373,184064.71648351647
5213.252527472527,2363.641994053663,5170.703076923077,5169.324175824176,4578.456923076924,4410.062197802197,1656.7804395604394,3843.4171992593615,1871.169010989011,10521.65098901099,4871.3450549450545,52102.81525214052,453859.2804395604,183926.78373626372
5210.162637362636,2393.188462789744,5166.8641758241765,5160.49956043956,4572.996483516484,4402.713186813187,1658.5138461538459,3842.9575419791413,1871.94,10520.982417582416,4862.985054945055,52400.43008097233,454093.77956043946,183864.44043956042
5201.323956043955,2413.6350017468862,5148.4281318681315,5142.718681318681,4563.511208791209,4400.514945054945,1650.4134065934065,3840.2791622429627,1868.4799999999998,10508.585274725276,4852.817142857144,52664.854909052556,454202.52530942735,183693.37098901096
5197.211648351648,2441.965880724176,5145.513406593406,5134.118241758241,4557.5973626373625,4392.211208791208,1651.0362637362637,3836.176439426306,1868.840439560439,10490.944615384613,4845.705274725275,52958.89771445534,454118.5060291206,183631.96219780218
5189.083956043955,2463.3230251576924,5134.9441758241755,5118.5797802197785,4548.769890109889,4388.193846153846,1642.9804395604392,3841.8372718907353,1865.8430769230763,10481.782417582415,4837.62,53247.15394210217,454612.3008791208,183491.13274725273
