aggregator_energy,api-gateway_energy,authority_energy,clientone_energy,clientthree_energy,clienttwo_energy,kernel_processes_energy,orchestrator_energy,policy_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,system_processes_energy
8259.275358916006,2835.6625460462415,8447.741253698716,8291.338143620984,8347.876424556478,7958.016397715289,294859.01483870164,2897.1416756541016,6541.411744804311,2747.5105762977983,17462.463550321387,8191.672893925017,74871.14198932264,756062.7667979614
8282.571558477779,2836.6608202530265,8468.22803445299,8320.139362244465,8376.425241426175,7983.877089798753,295681.4343472093,2902.8451825057614,6553.640219419715,2750.3213387663664,17517.93122266219,8220.191175919244,74922.90086991107,757951.5443450712
8310.341560366714,2834.6926541805915,8504.627493701599,8345.870468204885,8403.563654540927,8011.678913943928,296574.33661928534,2910.9690126845962,6569.543522583212,2754.7343743100546,17564.892931221562,8250.170614098175,75011.2296043687,760080.1806114024
8336.524290232928,2835.3417941860603,8532.703418517181,8374.439172250737,8438.897843608947,8036.660948273844,297498.88521130296,2917.188875049693,6595.172661674167,2758.517419686509,17621.09719695598,8275.145139614058,75085.40075724504,762346.8536221624
8365.680795169756,2833.8643963280656,8561.07777542606,8398.888904335769,8466.134579779444,8068.064058079591,298375.9099487182,2925.5121413223437,6614.22132599792,2763.7536669528745,17681.077392300347,8303.094315131384,75166.63206629337,764507.9293854892
8392.656460632734,2834.9599653116734,8589.000058463498,8425.768723641295,8497.91648473605,8097.843698405538,299253.2441486252,2931.1908449664243,6630.703644416604,2766.875944366178,17740.186285762436,8329.0284825971,75238.49626845725,766470.2283287543
8420.837721412037,2832.0435754833297,8617.299573248438,8451.914694841576,8524.335337270782,8121.983103222388,300125.95713350223,2939.511896378067,6647.342877657044,2771.696143288063,17789.826060082134,8358.544779594644,75310.2791955844,768460.0477964098
8449.916125612008,2834.906131926178,8649.581984934848,8480.529805110178,8559.034463158432,8149.4238408890915,301009.9772265938,2945.57385160275,6664.320937040714,2775.692342008755,17847.022989117835,8383.032660122803,75405.53154716518,770555.2355109322
8478.071440585993,2832.9549838340436,8676.865745315636,8505.955769611617,8583.567956102916,8177.127709821635,301886.26478455,2953.668683731709,6681.503554996445,2780.966850490701,17906.857597802424,8412.819255952401,75497.08812585073,772670.4955079601
8508.381497967364,2836.688667217179,8705.452214592207,8531.517844112384,8614.912061012677,8204.435095599702,302762.09115276876,2960.0175861077864,6698.191580905202,2784.8410863524023,17964.093628228788,8439.566771227483,75590.66383115224,774685.022330204
8534.341121983934,2835.0177070471314,8734.295994696757,8557.64898965811,8641.481656444446,8229.279691293326,303630.98247406754,2968.4264382213864,6712.254665772266,2789.6376483985846,18013.561990594964,8467.746230363224,75680.90509441383,776754.7552462568
8566.159353433964,2838.2720105404246,8763.933115264374,8585.592634598506,8675.382588361463,8255.149455645796,304514.45965456136,2975.0887963052837,6729.345610937316,2793.9884704897063,18069.176467019046,8493.52223029416,75785.60718205936,778898.3690558044
8591.381323906418,2837.146586545145,8791.642460223356,8611.368604168505,8701.574020714726,8280.364813949685,305387.7448337251,2983.152594396451,6745.889418723251,2798.3897317716614,18126.635475949006,8520.245100806935,75881.49757648172,780982.6819609982
8620.398520413422,2840.064172025723,8817.88619481686,8640.631628759014,8732.22552591669,8307.148280485908,306260.67501924507,2989.2971073968324,6763.411193355135,2801.8408456142,18180.685283318522,8549.13134453896,75993.96057326329,782961.6792160239
8645.611422094502,2840.1806201798663,8845.512823408706,8666.989494716934,8759.218516005167,8332.390131105825,307138.01363719057,2997.432444087323,6780.695240469341,2805.648183948992,18230.131502889864,8579.1039865999,76099.40223271177,784937.3932692204
8673.530257285554,2842.617585448494,8874.660580355898,8694.4774515401,8792.469777614047,8360.272699424473,308016.326201128,3003.4841923682948,6798.718819144741,2809.159209066336,18282.803986727176,8605.928375220497,76211.83043339176,786900.868175952
8698.759920926592,2842.9588046929543,8901.52107841772,8719.925851683534,8818.368557007723,8383.283829239563,308891.382734196,3011.0567146140343,6816.130082731837,2812.801412408197,18340.349210982928,8636.920627387204,76308.05442558283,788893.0710861906
8720.828190009815,2846.2860034710234,8928.342680077514,8748.405831180904,8846.891039337206,8412.183521760126,309759.8259232893,3017.1490454015016,6834.590829178749,2815.579387987302,18392.607495131233,8663.933874757737,76416.18390967017,790861.5284254447
8746.506519009214,2846.381405105124,8954.45860504475,8775.969323304456,8872.945984155158,8429.59052484008,310574.4915774228,3024.5916537604285,6850.995464303504,2818.18344073917,18440.043240374558,8694.651518044724,76496.07866301898,792909.0681094718
8771.970044318232,2849.4846307813746,8985.133629693919,8802.716104867495,8900.286377718336,8455.285048248013,311460.7809165878,3030.848905126999,6869.2873204698335,2821.9581378103708,18489.61339446322,8720.968260036532,76614.99828304739,795038.0200541182
8798.854724468958,2849.9181201607876,9010.543638824247,8829.863062069771,8927.00395622404,8483.151081859678,312375.1230481273,3037.7087603906607,6887.458861746152,2825.2289012974406,18547.447558460844,8751.772824171161,76720.34563493625,797237.2061096103
8824.107989361737,2853.3381864065873,9040.449768423243,8858.40728723788,8955.685778963687,8514.586052657745,313254.8370427436,3043.632518995056,6906.186245476753,2828.5983675963707,18597.63675348246,8778.139593474252,76837.88475730919,799163.7574878392
8852.847484741578,2853.740312905039,9069.255499374265,8886.095675318098,8982.776950025087,8546.756561141925,314133.7564400781,3050.951083574776,6924.25509484125,2832.4214764702197,18644.331577374054,8806.764450754114,76939.07316214766,801226.2522927744
8881.469166935869,2856.371922276841,9100.968842590039,8914.536019325264,9011.626662650313,8581.112885399552,315014.7614911816,3056.7645750864026,6942.593598330653,2836.0105720556694,18691.99967819114,8832.275664730127,77054.62562716237,803346.1569233235
8909.879291038365,2857.0280199509016,9128.393502888059,8940.261151273142,9037.285141572118,8602.217286954285,315889.5874342083,3063.202131941412,6961.742589679403,2840.5951960334505,18752.053721766653,8859.20912718493,77146.42434317755,805447.146544002
8936.892765781267,2860.765664827008,9156.666768845169,8969.184777901533,9066.46320810795,8636.972783845964,316772.44016403926,3069.553557772861,6980.278753068034,2843.9376968973556,18801.131074010264,8886.70505824444,77268.88269934466,807441.3450836133
8965.583232187928,2861.575440513975,9186.117985489867,8995.296040907613,9093.60645189781,8657.483442112796,317648.96029711416,3076.5599766888145,6998.057948379126,2848.3320412070575,18849.29966988572,8917.416521406883,77364.0762423757,809507.0262953925
8994.478819783697,2865.029838303818,9216.360404005905,9026.387028802686,9126.63931478705,8691.505267036533,318540.1889789072,3082.788286990333,7016.72265341708,2851.8561804409374,18901.438703922253,8945.20758291523,77496.91496793552,811569.3658288453
9020.079943246505,2865.608978062381,9248.398394685302,9053.238462604046,9152.27804693038,8713.600867186868,319419.11230817024,3090.047920968473,7036.924153336194,2857.4525498131825,18964.522695689222,8973.52142816459,77595.46561755583,813686.2093569925
9047.834535750206,2870.8054595671324,9275.93689421668,9086.188196983598,9182.196471080626,8748.250706361954,320302.2840753466,3095.587859457542,7053.976949450544,2860.5140569709924,19015.80496051027,8999.440884189753,77733.31198583294,815680.5502582412
9073.206896574775,2870.562648424454,9306.42257181164,9113.47376059952,9208.333181513064,8768.70296284707,321175.3426372769,3103.83287388724,7073.3605762319885,2864.9424176885927,19062.744965443773,9028.138593140786,77835.68169899064,817700.4684289995
9102.8593991735,2875.6176975339454,9334.384039443328,9146.452813932052,9241.16097140273,8800.053066275555,322055.86410480045,3108.9089418514172,7091.232804966395,2868.126010613197,19111.499564791506,9052.638277553413,77977.43037097377,819729.1573258971
9126.3750581267,2875.203279855681,9366.298256838538,9173.984152401219,9264.466307790062,8818.57968296034,322923.9463305873,3114.7207383375326,7111.698968985746,2873.366326263064,19170.510527406837,9078.899451397321,78081.19057387584,821773.3970389153
9150.342481515485,2879.9962228787313,9394.623365508587,9207.639606584964,9295.001256388667,8851.817270843376,323799.9061935613,3119.7541909060733,7129.290745068415,2876.990011659373,19222.189993468008,9102.911749617218,78220.12318908401,823698.1278779077
9175.328192495912,2881.783445716396,9424.782569962019,9235.324484452405,9321.06116777579,8871.023114930638,324674.5604675036,3125.690696164143,7147.462996076924,2881.1878488296466,19267.91913110803,9134.362457174775,78345.93647103297,825741.5986492203
9201.391360654316,2885.88779256799,9453.735199743393,9266.640631441587,9354.641920988903,8900.37131770272,325549.44008377014,3130.6760729046423,7165.806203131096,2884.941303133272,19315.87554884362,9158.511428178273,78492.11118533321,827753.913864228
